Filename, Average interval, Maximum Interval, Minimum Interval, Repeated Notes
JazzLicks10EpochNoHot_Gen20-5-12-96_0_1464910746650.ls, 4.8461537, 17.0, 0.0, 2.0
JazzLicks10EpochNoHot_Gen20-5-12-96_1_1464910746650.ls, 6.785714, 17.0, 0.0, 1.0
JazzLicks10EpochNoHot_Gen20-5-12-96_2_1464910746650.ls, 3.7142856, 9.0, 0.0, 1.0
JazzLicks10EpochNoHot_Gen20-5-12-96_3_1464910746650.ls, 7.6923075, 19.0, 0.0, 2.0
JazzLicks10EpochNoHot_Gen20-5-12-96_4_1464910746650.ls, 8.25, 15.0, 0.0, 1.0
